5269	Ustilago
5296	Puccinia
5320	Pleurotus
53467	Mesocestoides
53475	Mesorhabditis
53703	Proteocephalus
54125	Pristionchus
5455	Colletotrichum
5475	Candida
5500	Coccidioides
5506	Fusarium
55193	Malassezia
55270	Schmidtea
5529	Metarhizium
5543	Trichoderma
5550	Trichophyton
5552	Trichosporon
5569	Cenococcum
55749	Bunonema
55784	Panagrolaimus
55799	Diploscapter
5581	Beauveria
5583	Exophiala
5587	Rhinocladiella
5598	Alternaria
560212	Diplogasteroides
5655	Crithidia
5658	Leishmania
5683	Leptomonas
5690	Trypanosoma
5703	Endotrypanum
57077	Dicrocoelium
5712	Bodo
5721	Trichomonas
5723	Tritrichomonas
5740	Giardia
5754	Acanthamoeba
5758	Entamoeba
5761	Naegleria
5800	Eimeria
5806	Cryptosporidium
5810	Toxoplasma
5812	Sarcocystis
5820	Plasmodium
586132	Nematocida
5864	Babesia
5873	Theileria
59263	Toxascaris
6033	Encephalitozoon
6038	Vairimorpha
604195	Cyberlindnera
6160	Dugesia
6181	Schistosoma
6191	Fasciola
6197	Opisthorchis
6202	Taenia
6209	Echinococcus
6215	Hymenolepis
6232	Panagrellus
6237	Caenorhabditis
6247	Strongyloides
6251	Ascaris
6254	Parascaris
6258	Baylisascaris
6264	Toxocara
6268	Anisakis
6276	Acanthocheilonema
6278	Brugia
6281	Onchocerca
6286	Dirofilaria
6288	Haemonchus
6292	Wuchereria
6298	Litomosoides
6312	Angiostrongylus
6324	Bursaphelenchus
63265	Sporisorium
6333	Trichinella
6338	Heligmosomoides
637852	Gongylonema
64605	Sparganum
65356	Albugo
66786	Dipylidium
669149	Micoletzkya
66921	Benedenia
67677	Antonospora
688353	Lichtheimia
70110	Penicilliopsis
70201	Acrobeloides
70225	Aphelenchus
70535	Edhazardia
70664	Rodentolepis
70666	Schistocephalus
70742	Peronospora
71460	Cylicostephanus
7208	Loa
72358	Trachipleistophora
74721	Stachybotrys
766728	Meyerozyma
77521	Haemoproteus
77566	Hepatocystis
78156	Pseudogymnoascus
795339	Phytopythium
79922	Clonorchis
81099	Mastigamoeba
82105	Cladophialophora
90268	Apophysomyces
90723	Aphelenchoides
91942	Hortaea
94642	Besnoitia
947096	Porospora
94964	Teladorsagia
99157	Hammondia
